ts,symbol,exchange,kind,ltp,bid,ask,spread,volume,oi,open,high,low,prev_close
2026-08-05T15:30:22.224,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:22.774,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:23.324,INDIAVIX,NSE_INDEX,spot,11.94,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:23.881,NIFTY25AUG26FUT,NFO,future,24654.0,24650.0,24652.5,2.5,2897245,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:24.436,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78872.25,27.25,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:24.979,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:25.542,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:26.077,INDIAVIX,NSE_INDEX,spot,11.94,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:26.624,NIFTY25AUG26FUT,NFO,future,24650.0,24646.0,24650.5,4.5,2897635,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:27.186,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78863.15,18.15,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:27.724,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:28.288,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:28.953,INDIAVIX,NSE_INDEX,spot,11.94,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:29.390,NIFTY25AUG26FUT,NFO,future,24644.5,24646.0,24650.5,4.5,2897635,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:29.929,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78864.15,19.15,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:30.474,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:31.022,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:31.568,INDIAVIX,NSE_INDEX,spot,11.95,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:32.156,NIFTY25AUG26FUT,NFO,future,24644.4,24644.0,24650.5,6.5,2897895,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:32.672,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78873.65,28.65,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:33.260,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:33.777,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:34.320,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:34.929,NIFTY25AUG26FUT,NFO,future,24645.7,24646.7,24650.0,3.3,2898675,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:35.501,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78883.3,38.3,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:36.023,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:36.523,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:37.131,INDIAVIX,NSE_INDEX,spot,11.97,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:37.642,NIFTY25AUG26FUT,NFO,future,24650.0,24646.7,24650.0,3.3,2898805,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:38.176,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78890.25,45.25,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:38.722,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:39.289,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:39.820,INDIAVIX,NSE_INDEX,spot,11.97,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:40.375,NIFTY25AUG26FUT,NFO,future,24648.1,24648.0,24654.0,6.0,2899325,12368135,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:41.016,SENSEX27AUG26FUT,BFO,future,78872.4,78845.0,78883.75,38.75,23840,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:41.472,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:42.035,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:42.570,INDIAVIX,NSE_INDEX,spot,11.97,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:43.122,NIFTY25AUG26FUT,NFO,future,24648.0,24648.0,24653.0,5.0,2899455,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:43.719,SENSEX27AUG26FUT,BFO,future,78878.65,78845.0,78878.35,33.35,23860,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:44.223,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:44.772,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:45.327,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:45.877,NIFTY25AUG26FUT,NFO,future,24647.6,24647.6,24653.0,5.4,2899650,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:46.429,SENSEX27AUG26FUT,BFO,future,78878.65,78845.0,78878.55,33.55,23860,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:46.972,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:47.545,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:48.083,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:48.634,NIFTY25AUG26FUT,NFO,future,24647.8,24647.6,24653.0,5.4,2899780,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:49.178,SENSEX27AUG26FUT,BFO,future,78845.0,78831.35,78886.1,54.75,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:49.725,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:50.290,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:50.820,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:51.370,NIFTY25AUG26FUT,NFO,future,24647.8,24647.8,24650.0,2.2,2899845,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:52.003,SENSEX27AUG26FUT,BFO,future,78845.0,78829.8,78887.15,57.35,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:52.471,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:53.065,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:53.569,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:54.120,NIFTY25AUG26FUT,NFO,future,24647.8,24648.1,24650.0,1.9,2899845,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:54.671,SENSEX27AUG26FUT,BFO,future,78845.0,78833.05,78887.85,54.8,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:55.230,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:55.775,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:56.322,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:56.873,NIFTY25AUG26FUT,NFO,future,24648.1,24648.3,24650.0,1.7,2899910,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:30:57.426,SENSEX27AUG26FUT,BFO,future,78845.0,78841.95,78894.55,52.6,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:30:57.976,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:30:58.521,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:30:59.084,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:30:59.632,NIFTY25AUG26FUT,NFO,future,24650.0,24648.3,24650.0,1.7,2899910,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:00.174,SENSEX27AUG26FUT,BFO,future,78845.0,78838.3,78895.7,57.4,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:00.724,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:01.270,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:01.821,INDIAVIX,NSE_INDEX,spot,11.95,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:02.378,NIFTY25AUG26FUT,NFO,future,24650.0,24648.0,24650.0,2.0,2899975,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:02.921,SENSEX27AUG26FUT,BFO,future,78845.0,78844.35,78894.75,50.4,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:03.472,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:04.037,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:04.571,INDIAVIX,NSE_INDEX,spot,11.95,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:05.122,NIFTY25AUG26FUT,NFO,future,24650.0,24647.9,24653.9,6.0,2900170,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:05.679,SENSEX27AUG26FUT,BFO,future,78845.0,78812.45,78869.0,56.55,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:06.226,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:06.772,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:07.332,INDIAVIX,NSE_INDEX,spot,11.95,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:07.882,NIFTY25AUG26FUT,NFO,future,24651.0,24651.0,24654.0,3.0,2900430,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:08.421,SENSEX27AUG26FUT,BFO,future,78845.0,78799.75,78861.1,61.35,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:08.972,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:09.520,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:10.076,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:10.626,NIFTY25AUG26FUT,NFO,future,24654.0,24650.0,24654.0,4.0,2900560,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:11.172,SENSEX27AUG26FUT,BFO,future,78845.0,78812.55,78870.4,57.85,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:11.725,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:12.274,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:12.825,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:13.393,NIFTY25AUG26FUT,NFO,future,24654.0,24648.0,24654.8,6.8,2900950,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:13.929,SENSEX27AUG26FUT,BFO,future,78845.0,78836.0,78884.1,48.1,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:14.475,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:15.023,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:15.585,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:16.123,NIFTY25AUG26FUT,NFO,future,24648.0,24648.0,24653.2,5.2,2900950,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:16.673,SENSEX27AUG26FUT,BFO,future,78845.0,78823.7,78888.8,65.1,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:17.283,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:17.773,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:18.320,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:18.952,NIFTY25AUG26FUT,NFO,future,24645.7,24645.6,24653.0,7.4,2901145,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:19.421,SENSEX27AUG26FUT,BFO,future,78845.0,78833.15,78890.4,57.25,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:19.969,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:20.532,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:21.080,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:21.654,NIFTY25AUG26FUT,NFO,future,24652.4,24645.6,24650.0,4.4,2901275,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:22.198,SENSEX27AUG26FUT,BFO,future,78845.0,78839.85,78890.35,50.5,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:22.726,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:23.383,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:23.824,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:24.382,NIFTY25AUG26FUT,NFO,future,24650.0,24648.0,24650.0,2.0,2901275,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:24.925,SENSEX27AUG26FUT,BFO,future,78845.0,78841.25,78893.05,51.8,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:25.475,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:26.031,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:26.573,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:27.136,NIFTY25AUG26FUT,NFO,future,24648.0,24646.2,24650.0,3.8,2901405,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:27.679,SENSEX27AUG26FUT,BFO,future,78845.0,78831.2,78894.6,63.4,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:28.224,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:28.801,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:29.320,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:29.917,NIFTY25AUG26FUT,NFO,future,24647.0,24647.0,24651.0,4.0,2901535,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:30.428,SENSEX27AUG26FUT,BFO,future,78845.0,78835.45,78889.4,53.95,23880,36000,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:30.974,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:31.670,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:32.106,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:32.628,NIFTY25AUG26FUT,NFO,future,24647.0,24647.0,24651.0,4.0,2901600,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:33.175,SENSEX27AUG26FUT,BFO,future,78845.0,78831.9,78883.05,51.15,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:33.731,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:34.274,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:34.833,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:35.370,NIFTY25AUG26FUT,NFO,future,24651.0,24647.0,24651.0,4.0,2901665,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:35.929,SENSEX27AUG26FUT,BFO,future,78845.0,78810.55,78875.8,65.25,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:36.470,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:37.021,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:37.569,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:38.172,NIFTY25AUG26FUT,NFO,future,24651.0,24647.0,24651.0,4.0,2901665,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:38.679,SENSEX27AUG26FUT,BFO,future,78845.0,78818.9,78875.35,56.45,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:39.223,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:39.771,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:40.321,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:40.874,NIFTY25AUG26FUT,NFO,future,24651.0,24647.0,24650.9,3.9,2901795,12368655,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:41.425,SENSEX27AUG26FUT,BFO,future,78845.0,78824.4,78878.8,54.4,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:41.989,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:42.523,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:43.078,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:43.627,NIFTY25AUG26FUT,NFO,future,24647.0,24647.0,24650.9,3.9,2901795,12367485,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:44.190,SENSEX27AUG26FUT,BFO,future,78845.0,78824.9,78886.35,61.45,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:44.727,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:45.284,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:31:45.821,INDIAVIX,NSE_INDEX,spot,11.96,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:31:46.388,NIFTY25AUG26FUT,NFO,future,24647.0,24645.7,24647.0,1.3,2901860,12367485,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:31:46.984,SENSEX27AUG26FUT,BFO,future,78845.0,78830.55,78882.95,52.4,23880,36060,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:31:47.471,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:31:48.024,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
