ts,symbol,exchange,kind,ltp,bid,ask,spread,volume,oi,open,high,low,prev_close
2026-08-05T15:34:40.325,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78866.0,36.0,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:40.719,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:41.272,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:41.821,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:42.687,NIFTY25AUG26FUT,NFO,future,24653.6,24648.0,24650.0,2.0,2911740,12366900,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:42.930,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78865.55,35.55,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:43.472,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:44.026,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:44.570,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:45.313,NIFTY25AUG26FUT,NFO,future,24653.6,24648.0,24653.2,5.2,2912390,12366900,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:45.672,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78865.05,35.05,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:46.219,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:46.767,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:47.317,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:47.868,NIFTY25AUG26FUT,NFO,future,24653.2,24648.5,24653.7,5.2,2912585,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:48.420,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78863.6,33.6,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:48.972,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:49.525,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:50.072,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:50.636,NIFTY25AUG26FUT,NFO,future,24653.4,24648.5,24653.0,4.5,2912650,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:51.173,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78862.05,32.05,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:51.732,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:52.274,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:52.837,INDIAVIX,NSE_INDEX,spot,11.98,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:53.370,NIFTY25AUG26FUT,NFO,future,24648.5,24648.0,24650.0,2.0,2912910,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:53.924,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78861.35,31.35,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:54.492,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:55.018,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:55.590,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:56.118,NIFTY25AUG26FUT,NFO,future,24648.5,24648.0,24648.5,0.5,2912910,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:56.772,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78859.25,29.25,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:34:57.218,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:34:57.776,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:34:58.360,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:34:58.919,NIFTY25AUG26FUT,NFO,future,24648.0,24648.0,24650.0,2.0,2912975,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:34:59.533,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78857.6,27.6,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:00.000,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:00.518,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:01.168,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:01.623,NIFTY25AUG26FUT,NFO,future,24652.4,24648.0,24652.4,4.4,2913170,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:02.201,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78859.5,29.5,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:02.841,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:03.270,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:03.822,INDIAVIX,NSE_INDEX,spot,11.99,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:04.370,NIFTY25AUG26FUT,NFO,future,24652.9,24648.0,24652.0,4.0,2913365,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:04.934,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78863.8,33.8,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:05.473,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:06.028,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:06.584,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:07.168,NIFTY25AUG26FUT,NFO,future,24648.0,24648.0,24652.7,4.7,2913430,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:07.676,SENSEX27AUG26FUT,BFO,future,78868.3,78830.0,78861.55,31.55,24040,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:08.217,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:08.767,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:09.324,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:10.008,NIFTY25AUG26FUT,NFO,future,24646.0,24648.0,24652.7,4.7,2913690,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:10.419,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78861.4,31.4,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:10.970,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:11.528,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:12.067,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:12.620,NIFTY25AUG26FUT,NFO,future,24648.0,24646.0,24650.0,4.0,2914080,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:13.215,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78862.6,32.6,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:13.728,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:14.271,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:14.818,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:15.369,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24650.0,3.9,2914145,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:15.923,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78863.95,33.95,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:16.539,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:17.017,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:17.579,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:18.142,NIFTY25AUG26FUT,NFO,future,24646.1,24648.0,24650.0,2.0,2914210,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:18.674,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78863.6,33.6,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:19.223,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:19.772,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:20.334,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:20.871,NIFTY25AUG26FUT,NFO,future,24647.9,24646.1,24647.9,1.8,2914600,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:21.448,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78863.15,33.15,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:21.975,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:22.521,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:23.160,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:23.658,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24650.0,3.9,2914860,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:24.168,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78864.25,34.25,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:24.718,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:25.274,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:25.845,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:26.370,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24650.0,3.9,2914925,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:26.921,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78863.0,33.0,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:27.469,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:28.018,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:28.576,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:29.147,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24650.0,3.9,2915055,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:29.669,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78859.7,29.7,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:30.233,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:30.770,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:31.317,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:31.888,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24650.0,3.9,2915185,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:32.419,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78860.0,30.0,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:32.981,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:33.567,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:34.083,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:34.618,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24648.0,1.9,2915250,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:35.174,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78859.65,29.65,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:35.722,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:36.275,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:36.824,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:37.368,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24648.0,1.9,2915380,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:37.920,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78858.75,28.75,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:38.470,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:39.019,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:39.569,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:40.130,NIFTY25AUG26FUT,NFO,future,24646.1,24646.1,24648.0,1.9,2915380,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:40.671,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78858.35,28.35,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:41.219,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:41.859,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:42.326,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:42.875,NIFTY25AUG26FUT,NFO,future,24649.9,24646.1,24648.0,1.9,2915445,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:43.417,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78859.55,29.55,24060,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:43.976,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:44.530,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:45.089,INDIAVIX,NSE_INDEX,spot,12.0,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:45.842,NIFTY25AUG26FUT,NFO,future,24649.9,24646.0,24649.9,3.9,2916290,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:46.175,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78855.95,25.95,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:46.718,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:47.269,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:47.833,INDIAVIX,NSE_INDEX,spot,12.01,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:48.370,NIFTY25AUG26FUT,NFO,future,24649.9,24646.0,24646.2,0.2,2916290,12366640,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:48.921,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78855.45,25.45,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:49.487,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:50.024,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:50.571,INDIAVIX,NSE_INDEX,spot,12.01,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:51.121,NIFTY25AUG26FUT,NFO,future,24646.0,24646.0,24649.5,3.5,2916420,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:51.675,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78856.35,26.35,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:52.238,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:52.769,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:53.324,INDIAVIX,NSE_INDEX,spot,12.01,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:53.868,NIFTY25AUG26FUT,NFO,future,24646.0,24645.1,24648.9,3.8,2916680,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:54.427,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78853.7,23.7,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:54.979,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:55.520,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:56.070,INDIAVIX,NSE_INDEX,spot,12.01,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:56.620,NIFTY25AUG26FUT,NFO,future,24645.0,24645.0,24648.5,3.5,2918175,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:35:57.171,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78849.95,19.95,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:35:57.719,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:35:58.278,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:35:58.823,INDIAVIX,NSE_INDEX,spot,12.02,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:35:59.368,NIFTY25AUG26FUT,NFO,future,24645.0,24645.0,24648.5,3.5,2918175,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:00.016,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78844.75,14.75,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:00.546,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:01.061,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:01.572,INDIAVIX,NSE_INDEX,spot,12.02,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:02.127,NIFTY25AUG26FUT,NFO,future,24645.0,24645.0,24646.0,1.0,2923570,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:02.716,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78837.7,7.7,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:03.242,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:03.777,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:04.319,INDIAVIX,NSE_INDEX,spot,12.01,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:04.872,NIFTY25AUG26FUT,NFO,future,24642.0,24641.1,24643.8,2.7,2928315,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:05.419,SENSEX27AUG26FUT,BFO,future,78830.0,78830.0,78833.25,3.25,24100,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:05.991,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:06.521,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:07.075,INDIAVIX,NSE_INDEX,spot,12.04,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:07.624,NIFTY25AUG26FUT,NFO,future,24641.1,24641.1,24642.4,1.3,2928315,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:08.184,SENSEX27AUG26FUT,BFO,future,78830.0,78778.9,78830.35,51.45,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:08.723,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:09.272,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:09.822,INDIAVIX,NSE_INDEX,spot,12.06,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:10.374,NIFTY25AUG26FUT,NFO,future,24641.3,24635.1,24640.2,5.1,2928900,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:10.931,SENSEX27AUG26FUT,BFO,future,78830.0,78779.1,78828.8,49.7,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:11.473,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:12.019,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:12.569,INDIAVIX,NSE_INDEX,spot,12.08,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:13.118,NIFTY25AUG26FUT,NFO,future,24639.9,24635.1,24639.4,4.3,2929550,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:13.675,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78832.05,31.05,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:14.225,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:14.768,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:15.358,INDIAVIX,NSE_INDEX,spot,12.08,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:15.878,NIFTY25AUG26FUT,NFO,future,24637.7,24635.2,24640.1,4.9,2929550,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:16.424,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78840.8,39.8,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:16.970,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:17.525,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:18.088,INDIAVIX,NSE_INDEX,spot,12.07,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:18.626,NIFTY25AUG26FUT,NFO,future,24635.1,24635.0,24640.6,5.6,2930200,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:19.170,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78836.35,35.35,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:19.717,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:20.277,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:20.817,INDIAVIX,NSE_INDEX,spot,12.07,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:21.368,NIFTY25AUG26FUT,NFO,future,24635.0,24635.0,24640.6,5.6,2930265,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:21.920,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78841.15,40.15,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:22.467,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:23.017,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:23.576,INDIAVIX,NSE_INDEX,spot,12.05,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:24.138,NIFTY25AUG26FUT,NFO,future,24635.0,24635.0,24640.6,5.6,2930330,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:24.682,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78850.4,49.4,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:25.231,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
2026-08-05T15:36:25.770,SENSEX,BSE_INDEX,spot,78581.0,,,,0,0,79055.38,79055.38,78285.74,78428.95
2026-08-05T15:36:26.367,INDIAVIX,NSE_INDEX,spot,12.06,,,,0,0,12.19,12.67,10.81,12.19
2026-08-05T15:36:26.874,NIFTY25AUG26FUT,NFO,future,24635.0,24635.0,24640.6,5.6,2930330,12366315,24715.0,24740.0,24565.0,24555.6
2026-08-05T15:36:27.444,SENSEX27AUG26FUT,BFO,future,78830.0,78801.0,78844.7,43.7,24140,36140,78932.0,79211.3,78612.9,78652.85
2026-08-05T15:36:27.992,NIFTY,NSE_INDEX,spot,24624.65,,,,0,0,24669.2,24677.6,24497.95,24614.9
